"ML#","Status","Area","List Price","Address","Unit #","Nhood/Bldg","City","Tax ID","Zip Code","County","Zoning","El School","Jr High","Sr High","Prop Type","List Type","Legal","Yr Built","Yr Built Desc","Style","# Bedrms","Garage #","Garage Desc","Parking","Roof","Lot Size","SF Total","SF Up+Mn","SF Source","Lot Desc","Lot Dimensions","# Acres","Exterior","Sellr Disc","Bsmt/Fnd","XSt/Dir","Private Remarks","Public Remarks","Public Internet Site Display","Offer/Nego","Vtour#1","Kitch","Inter","Exter","Accss","Heat","Fuel","Cool","Insul","Water","Sewer","H/Wtr","PTax/Yr","Terms","SpAsmtBal","HOA/Spc/Slp","HOA Per","Inclds","Escrow Pref","Bank Owned/REO","SAID","BRCD","Office","Office Phone","Phone Ext","Show","Agent","Agent Phone","Tran","List Date","Exp Date","Fax","Poss","Owner","Owner Phone","Hours","Tenant/Other","Tenant Phone","Pend","DOM","Close Terms","O/Price","Close Price","Close Date","BAID","B/Agt","B/Office","CDOM","Auction Y/N","No Blog","No AVM","Short Sale","Amenities Y/N","Add. Structure Y/N","Condo Y/N","Farm Y/N","Water Rights Y/N","Elem School 2","High School 2","Green/Energy YN","Owner Name 2","Floating Home Y/N","Townhouse/Planned Comm Y/N","Non-Owner Occupant Y/N","Property Tax Year","Vtour#2","Jr High School 2","Vtour #3","ADU Y/N","Manufactured Y/N","Assumable Interest Rate","Assumable Remaining Months Ending"
651728181,ACT,141,550000,6815 N SMITH ST,,,Portland,R151671,97203,Multnomah,R-5,James John,George,Roosevelt,DETACHD,EA,"EAST ST JOHNS, BLOCK M, LOT 31&32",1923,RESALE,1STORY,3,0,", ,",,COMP,"5K-6,999SF",1732,957,County,"LEVEL, PRIVATE, TREES, WOODED",,0.11,"CEDAR, SHINGLESID",DSCLOSUR,,N Gilbert,"Lim Rep: Contact Inna at 503-830-6182 to check availability, get property info, schedule showings. Present offers to innahoover@yahoo.com. Buyer to verify all listing info. Upload ACCEPTED Sales Agreement & documents to (https://realtynetllc.com/transaction-upload-form).","This beautifully updated St. Johns bungalow blends timeless charm with modern luxury! Thoughtfully refreshed to preserve its period character, this home features elegant wainscoting, Rejuvenation fixtures, a remodeled kitchen, and stylish tilework throughout. The main floor bathroom boasts gorgeous new tile, while the finished basement offers a spa-like retreat with a luxurious Carrara marble walk-in shower. Additional upgrades include a fully updated plumbing system, an updated furnace, and ample natural light from oversized windows. The home’s crisp design and attention to quality craftsmanship shine throughout. Step outside into your own private oasis—a spacious, fenced yard with mature landscaping and a large covered patio perfect for entertaining or relaxing year-round. Investor opportunity: house sits on two lots. Please verify with county. Located in the heart of one of Portland’s most desirable and dynamic neighborhoods, this home is just minutes from St. Johns' vibrant restaurants, new local businesses, parks, and recreation. A rare gem in a top-performing community—don’t miss it!",Y,SELLER,,"BI-MICO, DISHWAS, DISPOSL, FS-RANG, FS-REFR, CONVECT, ESTARAP, SSAPPL","HARDWOD, LAUNDRY, TILE-FL, WASHDRY, WW-CARP, HISPEED, MARBLE, WAINSCO, VNYL-FL","COVPATI, FENCED, GARDEN, PATIO, WORKSHOP, TL-SHED, RAINCOL, YARD, STRMMGT","NATLITE, PARKING, WALKSHR",FOR-AIR,"ELECT, GAS",WINDOW,,PUBLICWTR,PUBLICSWR,"TANK, EN-STAR",4534.26,"CASH, CONV, FHA, VA",,,,,,N,MESSICK,HMAX01,"RealtyNET, LLC",503-300-6330,,"24HR-NC, APTONLY, RMLSLBX, SEERMKS, CALLOWN",Greg Messick,503-300-6330,7/15/2025 12:57:23 PM,2025-06-10,,800-883-6905,CLOSING,"HOOVER, DAVID C TR",503-830-6182,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,Y,"HOOVER, INNA TR",N,N,N,2024,,,,N,N,,
666125633,ACT,141,250000,8209 N FESSENDEN ST,,,Portland,R228978,97203,Multnomah,CM1,Sitton,George,Roosevelt,MIX-USE,EA,"OAK PARK ADD 2, BLOCK 12, LOT 12 EXC PT IN ST",,,,,,", ,",,,"3K-4,999SF",,,,"CLEARED, TREES",,0.11,,,,In between N Charleston Ave & N Oswego Ave,Limited Rep/Service Listing. SELLER IS SELF-REPRESENTED. Contact seller directly for all inquiries & offer submission. Email both sellers at: meghan.grummer@gmail.com & seangrummer@gmail.com. Email copy of fully executed sale agreement docs to listing agent for sale status updating.,Great opportunity! 4600 SQ Ft mixed use (CM1 zoning) vacant parcel ready for your ideas.,Y,SELLER,,,,,,,,,,,,,2093.35,"CASH, CONV",,,,,,N,NGUYENQU,PTRU01,Premier Trust Realty,971-282-3202,,"VACANT, SEERMKS",Quang Nguyen,971-282-3202,7/13/2025 9:27:49 AM,2025-07-13,,,,BLUE LOBSTER LLC,360-904-9587,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,2024,,,,,,,
693289780,ACT,141,425000,7420 N WALL AVE,,UNIVERSITY PARK,Portland,R215367,97203,Multnomah,R5,Astor,Astor,Roosevelt,DETACHD,EA,"MCKENNA PK, BLOCK 7, N 1/2 OF LOT 10, LOT 11",1936,RESALE,2STORY,4,1,"DETACHD, OVRSIZE,",,COMP,"7K-9,999SF",2805,1881,PDX Maps,LEVEL,69 ft x 100 ft,0.16,"CEDAR, WOODSID",EXEMPT,,"Form N Lombard, turn south on N Wall Ave, 1 block down.","Please use Align to schedule - vacant, easy showing. ** No sign on property.** Lockbox located on fence near garage. NW Natural site says natural gas is available for this property.  Access to garage will be provided during inspection period.Broken window in back bedroom scheduled for repair. Please write seller as ""Michelle Shepherd, P.R. for the Estate of Garry Muck"".  **Update 08/22 - Buried oil tank not in use. Test results for buried oil tank received - soil tested clean! See uploaded document for results and bid.","Offer Deadline - Monday, Aug 25, 1:00pm.  This is a rare opportunity in an excellent residential location! Spacious home on a large lot with a motivated seller. Priced competitively for immediate interest. Check out this charming home with classic features.  Solid structure, with some important updates, just waiting for someone to add their own aesthetic updates.  Large living room with original hardwood floors (in good condition) and woodburning fireplace. Formal dining room with built-ins. Original, unpainted, solid wood doors with art-deco hardware. Ample space in the kitchen with a separate breakfast nook. Two bedrooms on the main floor, but generously sized. Fir floors observed under tile. The upper level has two more bedrooms, and a small room that may be a closet, or could be converted to a half-bathroom.  The basement is clean and dry.  It has great ceiling height and an exterior entrance to the back yard.  The backyard is fully fenced and receives excellent sunlight all day.  The detached garage is sound, also with a newer roof.Improvements include a newer roof, some updated drain lines, some updated windows, newer 200 amp electric panel (2009), new heat pump and mini splits for heating and A/C.Less than 2 blocks to a park and a grocery store.  Walk score 83, Bike score 99!",Y,SA-ONLY,,"PANTRY, TILE, RNGHOOD","HARDWOD, LAUNDRY","FENCED, YARD",,"HT-PUMP, MINISPT",ELECT,"HT-PUMP, MINISPT",,PUBLICWTR,PUBLICSWR,"ELECT, TANK",4444.64,"CASH, CONV",,,,,Rhonda Robinson - Fidelity,N,ALEXROY,JLSP02,John L. Scott,503-624-2900,,"RMLSLBX, SEERMKS, ALIGNED",Alexander Roy,503-233-4592,8/22/2025 1:02:01 PM,2025-08-19,,503-624-3641,CLOSING,The Estate of Gary Muck,,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
698129247,ACT,141,495000,7003 N TYLER AVE,,CATHEDRAL PARK,Portland,R263978,97203,Multnomah,R5,James John,George,Roosevelt,DETACHD,ER,"ST JOHNS HTS & SUB, BLOCK 18, LOT 1&2",1955,RESALE,"COMNWAL, 1STORY",4,0,", ,",,COMP,"3K-4,999SF",1556,1556,TaxRecords,"CORNER, LEVEL, PUBLCRD",,,WOODSID,DSCLOSUR,,Corner of N. Willamette Blvd & N. Tyler Ave,Property can be shown with an agreed upon offer. Do not Disturb Tenants. Final Income/Expenses to be uploaded shortly. Please contact agents directly with any questions.,"Discover a rare investment gem in North Portland! This well-maintained duplex offers two bright and spacious units—each with 2 bedrooms, 1 bathroom, and open-concept living areas that balance comfort and functionality. Perfectly positioned in a desirable neighborhood, the property is moments from parks, local eateries, and convenient transit options. Whether you're an investor looking for strong rental income or a buyer seeking to live in one unit while leasing the other, this property delivers flexibility and financial upside. Each unit has its own entrance, updated interiors, and access to a large backyard—ideal for relaxing or entertaining. Plus, ample off-street parking and a strong rental history make this a standout choice.",Y,CALL-SA,,"DISHWAS, FS-RANG, FS-REFR, SOLIDCNTR","HARDWOD, LAUNDRY, WASHDRY, CNCTFLR","PATIO, 2ND-RES, YARD, RAISDBD","1LEVEL, NATLITE, MNBDBTH",BASEBRD,ELECT,NONE,,PUBLICWTR,PUBLICSWR,"ELECT, TANK",3925.01,"CASH, CONV",,,,,Charissa Cooley -  Chicago Title,N,CLARKPAT,NHBT02,Inhabit Real Estate,503-334-1473,,"24HR-NC, CALL-SA, TEXT-SA, CALLCOSA, TXT-COSA",Patrick Clark,503-789-1699,6/27/2025 3:58:13 PM,2025-06-27,,,SUBJTEN,PHK PROPERTIES LLC,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,N,,N,N,N,,,,,N,N,,
727977541,ACT,141,665000,7067 N UNIVERSITY AVE,,UNIVERSITY PARK,Portland,R137197,97203,Multnomah,R5,Astor,Astor,Roosevelt,DETACHD,ER,"COLLEGE CREST, BLOCK 4, LOT 12",1944,RESALE,CAPECOD,3,1,"DETACHD, ,",,COMP,"5K-6,999SF",2316,1516,Cty,"LEVEL, TREES",,0.14,"ALUM, WOODSID",DSCLOSUR,,"Willamette Blvd to Wellesley, left on Amherst and right on University","Vacant home, easy show. Please use Aligned to schedule showings Some photos are virtually staged","Looking for a home with AC??? We've got you covered! Located just a few short blocks from the University of Portland, this classic 1944 vintage home captures the timeless character of a beloved era. With 3 bedrooms and 2 baths, it sits gracefully in one of the most coveted one-block neighborhoods, offering a rare sense of community and nostalgia. The property boasts a well maintained yard, complete with an enchanting old-growth rose garden, a fully fenced backyard for privacy, and a single-car garage. Step inside to discover a home that tells a story: the basement—once a lively party room—has evolved over the years into a versatile space featuring a guest room, cozy sewing and quilting area, a dedicated laundry and workshop zone. On the main level, you'll find the primary bedroom, guest bedroom/family room, a full bath, and an inviting living area perfect for gatherings. Upstairs, room for two additional beds with ample closet space and generous storage reflecting the practicality and craftsmanship of the era. This home is more than a residence—it’s a true testament to the period in which it was built, offering vintage charm with functional living for today’s lifestyle.",Y,CALL-SA,,"DISHWAS, FS-RANG, FS-REFR","CEILFAN, HARDWOD, WW-CARP","COVPATI, DECK, FENCED, YARD",MNBDBTH,FOR-AIR,GAS,HT-PUMP,,PUBLICWTR,PUBLICSWR,GAS,5361.28,"CASH, CONV",,,,,Ticor Columbia Kass Wheeler,N,ACKLEYPA,3WCC01,Windermere Realty Trust,503-738-8522,,"APTONLY, CALL-SA, RMLSLBX",Pamela Ackley,503-717-3796,8/5/2025 10:05:46 AM,2025-08-01,,503-749-5579,,L A ACKLEY LIV TR,,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
729512056,ACT,141,549900,8507 N MOHAWK AVE,,,Portland,R245299,97203,Multnomah,R5,James John,George,Roosevelt,,ER,"POINT VIEW, BLOCK 12, LOT 18 EXC PT IN ST, LOT 19, SLY 15' OF LOT",1908,,,,,", ,",,COMP,"5K-6,999SF",,,,"CORNER, LEVEL",,0.14,VINYLSID,,,Corner of Central and Mohawk,Seller prefers OREF forms.  showings require 48 hour notice.  Owner pays utilities.  Rents are going up 10% in November.,"Excellent St Johns location on corner of Central and Mohawk.  1908 triplex.  Two 1 beds and a studio apartment.  Please don't disturb tenants, Full basement and attached garage for storage.",Y,CALL-SA,,,,,,FOR-AIR,OIL,,,PUBLICWTR,PUBLICSWR,GAS,3262,"CASH, CONV",,,,,Chicago Title - Charissa Cooley,N,CROWESCO,3SCR01,Sierra Cascades Real Estate,503-754-8022,,"CALL-SA, DND-TEN, SEERMKS, ALIGNED",Scott Crowe,503-754-8022,8/9/2025 11:11:48 AM,2025-02-28,,,,John Cherry and Judy Cherry Revocable Living Trust,,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,2024,,,,,,,
738890660,ACT,141,449900,9170 N Berkeley AVE,,PORTSMOUTH,Portland,New Construction,97203,Multnomah,,Vernon,Vernon,Jefferson,DETACHD,EA,In Listing Office,2025,NEW,"CONTEMP, CRAFTSM",4,0,", ,",,COMP,"0-2,999SF",1322,1322,plans,LEVEL,,,"BRD&BTN, LAP, FIBRCEM",EXEMPT,,"From N Lombard, North On Portsmouth,West on N Hudson, North on N Berkeley to Property","NO HOA Dues ! Sale subject to recording of final plat . Taxes tbd , not yet assessed by county. *Sales price is subject to buyer SDC waiver approval. Price will be higher for Non-SDC Waiver eligible Buyer. How much higher is negotiable. SDC waiver eligibility is primarily based on the buyer's income being equal to or less than 100% MFI for a family family of 1-4 people.* Currently set at $124,100. This number adjusts higher for a family of 5 or more. Your Buyers can also take advantage of a rate buydown with our lender partnership—Ask us for details!","Discover modern living in this new construction Cottage nestled in the highly desirable Portsmouth neighborhood. This home offers 4 bedrooms and 2.5 baths featuring manufactured hardwood floors and modern finishes. Beautiful covered exterior Patio. The gourmet kitchen has stainless appliances, custom cabinets, quartz countertops, and a tile backsplash. *Sales price is subject to buyer SDC waiver approval. Price will be higher for Non-SDC Waiver eligible Buyer. How much higher is negotiable. SDC waiver eligibility is primarily based on the buyer's income being equal to or less than 100% MFI for a family family of 1-4 people.* Currently set at $124,100. This number adjusts higher for a family of 5 or more. Your Buyers can also take advantage of a rate buydown with our lender partnership—Ask us for details!",Y,CALL-SA,,"DISPOSL, PLB-ICE, FS-RANG, SSAPPL, QUARTZ, RNGHOOD",HDWDENG,COVPATI,,"MINISPT, DUCTLSS",ELECT,"HT-PUMP, MINISPT",,PUBLICWTR,PUBLICSWR,ELECT,0,"CASH, CONV, FHA, VA",,,,,Cloud Alsobrooke WFG,N,BETTINGE,PPGR03,"Premiere Property Group, LLC",503-670-9000,,"VACANT, ALIGNED",Rees Bettinger,503-329-6321,8/6/2025 2:53:15 PM,2025-07-22,,,CLOSING,Eastside Ventures LLC,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,,N,N,N,2025,,,,N,N,,
740969330,ACT,141,365000,6815 N SEDRO ST,,EAST ST JOHNS,Portland,R151655,97203,Multnomah,RS,James John,George,Roosevelt,DETACHD,ER,"EAST ST JOHNS, BLOCK L, LOT 31&32",1954,RESALE,"RANCH, 1STORY",2,1,"ATTACHD, ,",,"COMP, SHINGLE","5K-6,999SF",681,681,Prev MLS.,"LEVEL, SEASONL",,0.12,CEDAR,DSCLOSUR,,N Lombard to N Gilbert to N Sedro St.,"Property is owner occupied. Please schedule through Aligned. Reach out to the Listing agent with any questions. Gate to backyard works, but is screwed shut to prevent theft.","Welcome to this beautifully maintained and move-in ready 2-bedroom, 1-bathroom home, ideally located just minutes from downtown St. Johns and Cathedral Park. Set on a quiet, walkable street in a friendly neighborhood, this home offers thoughtful updates and is the perfect blend of comfort! This is a true starter home with good bones and a great opportunity for first-time home buyers. Inside, you’ll find a light-filled living room, brand-new hardwood floors (2024), and updated windows that make the space feel bright and inviting. The fully remodeled bathroom (2024) features new tile flooring, a shower insert, updated sink, and toilet. The Google Nest thermostat allows you to control the temperature from anywhere with your phone—adding convenience to everyday living.The attached deep garage offers ample storage and includes built-in shelving that stays with the home. In addition, there’s also a backyard shed built in 2020, perfect for tools, hobbies, or seasonal storage. The large, private, fenced backyard provides space to relax, garden, or entertain. The front yard gets full sun and would be perfect for the next homeowner’s vision for a garden. Major system updates have already been taken care of, including a new roof (2018), 200-amp electrical panel (2014), energy-efficient water heater (2019), furnace (2012), central A/C (2021), and new gutters (2022). With updated services, brand-new floors, and a newer roof, the home is fully move-in ready—yet still offers room for your personal touches and future upgrades. For those thinking long-term, the lot may offer potential for redevelopment, whether as a tear down with room for two new homes (buyer to verify with city), or as a future investment opportunity.",Y,SA-ONLY,,"FS-RANG, FS-REFR","HARDWOD, TILE-FL, WOODFLR","FENCED, TL-SHED, YARD",,FOR-AIR,"ELECT, GAS",,,PUBLICWTR,PUBLICSWR,ELECT,2423.21,"CASH, CONV, FHA, VA",,,,,Grace Grimaldi : Old Republic Title,N,JESMOORE,PROD01,Proud Realty LLC,503-444-9730,,"APTONLY, OCCUPD, ALIGNED",Jessie Moore,585-259-1929,8/26/2025 1:03:03 PM,2025-08-02,,,CLOSING,"DANIELSON, MATTHEW E",,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,2024,,,,,,,
743699362,ACT,141,654000,9116 N WILLAMETTE BLVD,,CATHEDRAL PARK/ST JOHNS,Portland,R264284,97203,Multnomah,R5,Sitton,George,Roosevelt,,ER,"ST JOHNS PK ADD, BLOCK 12, LOT 2",1906,REMOD,,,1,", ,",,COMP,"5K-6,999SF",,,,LEVEL,,0.12,WOODSID,,,St Johns Bridge to St Louis to Willamette Blvd,"Use Align for showing appointments. Read listing agent's Align confirmation notes and/or text or call for separate living quarters access code.  Please use OREF forms and allow at least 3 business days for seller response to offers, per sellers' request.  Seller will consider Seller Carry, but requires to be cashed out by 12/31/25.  Call Listing Agent for details.","Fabulous 1906 home rebuilt in 2013 with stunning upgrades. Lower level recently converted to separate living quarters and used as an Airbnb for extra income. Roof was replaced in 2022. Radon mitigation system is in place. Main floor has spacious kitchen with granite countertops and stainless steel appliances, including a 6-burner gas range. Main floor patio door leads to spacious deck for enjoying the backyard and territorial views.  Upper floor boasts 2 good sized bedrooms with primary bedroom and common bathroom having access to large back deck with hot tub.  Laundry is at top of stairs for ease of access to bedrooms and bathroom. Pull down ladder on second floor will take you to full length upper attic space with many possibilities. Lower level has separate back entrance to a 1-bedroom unit with its own kitchen (with refrigerator, dishwasher and cooktop), living room, bathroom, laundry room and storage closets.    Such a great location in a quiet neighborhood, but close to shops, parks and schools! Buyers to do due diligence on schools and square footage. This home has it all, including its own driveway for off street parking!  Seller will consider owner carry terms but requires to be cashed out by 12/31/25. Call your agent for details.",Y,CALL-SA,,,,,,"MINISPT, DUCTLSS, WALLHTR","ELECT, GAS",MINISPT,,PUBLICWTR,PUBLICSWR,"GAS, TNKLESS",6396.12,"CASH, CONV, FHA, VA, OWNCRRY, OWNCONT",,,,,Chicago Title - Kelsey Schaber,N,TERRLONG,ORFT11,Oregon First,503-667-5686,,"APTONLY, RMLSLBX, ALIGNED",Terry Long,503-320-6543,6/17/2025 8:52:58 PM,2025-06-17,,503-667-5807,CLOSING,H20 FUTURE HOMEOWNERS LLC,,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
744106340,ACT,141,515000,4409 N HOUGHTON ST,,,Portland,R547719,97203,Multnomah,RM1,Rosa Parks,George,Roosevelt,DETACHD,ER,"NEW COLUMBIA, LOT 179",2006,RESALE,2STORY,4,2,"ATTACHD, ,",,COMP,"3K-4,999SF",2016,2016,TRIO,CORNER,,0.09,OTHER,DSCLOSUR,,N Woolsey Ave to N Houghton St,Use Aligned. Text LA w/q’s for quicker response. No guaranteed deadline to be set if multiple offers are received. No escalations. Seller reserves the right to accept an offer at any time. OREF Forms OnlySeller agrees to professional carpet cleaning with acceptable offer.Owner currently occupies the property.,"Discover this energy-efficient 4-bedroom, 2.5-bath home in Portland’s Portsmouth neighborhood. Sustainably built with solar panels in 2006, the property offers a main-floor primary suite, high ceilings, a spacious kitchen with stainless steel appliances, and a cozy living area with a gas fireplace. Upstairs, you’ll find three additional bedrooms, two with walk-in closets, plus a bonus attic space for storage. Enjoy a fully fenced backyard with a covered patio on a sunny corner lot, along with a two-car garage for convenience and flexibility. Located near Columbia Park, and the University of Portland, this home blends modern comfort, sustainability, and neighborhood charm in a desirable location.",Y,CALL-SA,,"BI-MICO, DISHWAS, FS-REFR, SSAPPL, FSGASSTV","LAUNDRY, WASHDRY","COVPATI, FENCED, GARDEN, PORCH, YARD","GRGMAIN, MNBDBTH",FOR-90,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,GAS,5077.12,"CASH, CONV, FHA, VA",,,112/MO,,Emily Hummel - Fidelity,N,MALCOM,PGNW01,Property Group NW,503-886-9633,,"APTONLY, RMLSLBX, ALIGNED",Marquis Malcom,971-420-5250,8/25/2025 9:02:45 AM,2025-07-14,,,SLRRNTBCK,Joshua Lee,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,Samantha J. Keller,N,Y,N,2024,,,,N,N,,
750813391,ACT,141,470000,7675 N WESTANNA AVE,,,Portland,R699429,97203,Multnomah,,Cesar Chavez,Cesar Chavez,Roosevelt,CONDO,ER,"WESTANNA CONDOMINIUM, UNIT 4",2019,RESALE,"CONTEMP, 2STORY",4,0,", ,",,COMP,,1816,1816,Builder,,,,"FIBRCEM, WOODSID",DSCLOSUR,,N Westanna & N Lovely,"NO sign at property. Please make sure all doors are locked, and lights are left as you findthem. Please look at the HOA document for an explanation on monthly fee.","Better than new townhome in a small complex of only 4 units! Main level features a bright and spacious living room with a gas fireplace and a balcony overlooking a large shared backyard. Dining area off the modern kitchen featuring quartz, stainless steel gas appliances, pantry and lots of storage space. A large bedroom and full bathroom are also located on the main floor. Upstairs you will find a large primary bedroom with a walk-incloset and a large primary bathroom. Two additional good-sized bedrooms with ample closet space and a full bathroom are in the upper level. A quick stroll to shopping, parks, public transportation and much more! Come take a look at this home will not disappoint!",Y,CALL-SA,,"BI-MICO, DISHWAS, DISPOSL, ISLAND, PANTRY, FS-REFR, QUARTZ, FSGASSTV","LAUNDRY, SPRNKLR, WASHDRY, WW-CARP, QUARTZ, LVP","COVPATI, COVDECK",,FOR-AIR,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,GAS,6787.85,"CASH, CONV, VA",,,618/MO,,"Lisa Smith, First American Title",N,POBANZ01,SKRE01,Silver Key Real Estate LLC,503-701-4046,,"APTONLY, RMLSLBX, ALIGNED",Claudia Pobanz,503-799-7107,8/14/2025 9:05:35 AM,2025-07-11,,503-214-8344,NEGO,Phil E. Gordon,,,,,,,,,,,,,,,N,Y,Y,N,N,N,Y,N,N,,,N,Euriziel D. Gordon,N,N,N,2024,,,,N,N,,
